city,state,traffic_volume,avg_speed_kmh,congestion_level,weather_condition,incident_type,road_type,lane_closure
Houston,AZ,4979,16.12,Low,Rain,Accident,Expressway,No
San Jose,NY,4338,41.22,Medium,Clear,Construction,Urban,No
Chicago,PA,2996,66.86,Low,Rain,Accident,Highway,No
San Diego,PA,2249,106.14,High,Snow,Breakdown,Urban,No
New York,PA,3927,37.5,Medium,Cloudy,Breakdown,Urban,No
Dallas,IL,4531,95.62,High,Fog,Construction,Highway,No
New York,IL,3329,74.19,Medium,Snow,None,Expressway,Yes
Los Angeles,AZ,3086,84.4,Medium,Fog,Construction,Expressway,No
San Diego,CA,4125,104.79,High,Cloudy,Breakdown,Highway,Yes
Dallas,CA,4317,12.91,Low,Snow,Accident,Rural,Yes
San Antonio,AZ,386,68.27,Low,Clear,Accident,Urban,No
Chicago,PA,3717,92.19,Medium,Snow,None,Rural,No
San Antonio,CA,2989,107.31,High,Clear,Breakdown,Highway,No
Philadelphia,AZ,654,24.6,High,Clear,Accident,Rural,Yes
Los Angeles,CA,2586,47.56,High,Fog,Construction,Urban,No
Chicago,AZ,715,18.64,Low,Rain,Breakdown,Urban,Yes
San Jose,CA,2967,101.84,Medium,Rain,Accident,Rural,Yes
San Jose,PA,1282,104.31,High,Clear,None,Expressway,No
Phoenix,IL,3837,63.19,Low,Cloudy,Construction,Urban,Yes
San Jose,IL,401,12.29,Low,Rain,Construction,Highway,No
Houston,PA,1811,21.24,Low,Rain,Construction,Urban,No
Los Angeles,CA,2945,78.68,High,Cloudy,None,Highway,Yes
Houston,PA,3816,118.09,Medium,Fog,Accident,Rural,No
San Diego,AZ,4620,102.28,High,Clear,Accident,Urban,No
Phoenix,IL,2574,97.77,Low,Snow,None,Urban,No
Phoenix,NY,1199,55.98,Low,Snow,Construction,Rural,Yes
San Jose,CA,4588,118.37,Medium,Clear,Breakdown,Expressway,No
Chicago,NY,4400,100.75,Low,Fog,Breakdown,Rural,Yes
San Diego,NY,119,46.92,Low,Snow,None,Highway,No
Philadelphia,TX,627,92.33,Low,Rain,Breakdown,Urban,No
Los Angeles,NY,4640,57.58,Medium,Fog,Breakdown,Urban,Yes
Los Angeles,NY,4134,82.65,Low,Cloudy,Accident,Expressway,No
Dallas,PA,4926,116.71,High,Clear,None,Highway,Yes
San Antonio,TX,2500,37.11,Low,Snow,None,Urban,No
San Jose,TX,4996,97.45,Low,Clear,Accident,Rural,No
Dallas,TX,178,74.94,Low,Cloudy,Accident,Expressway,Yes
Philadelphia,AZ,1556,114.5,Low,Snow,Construction,Highway,Yes
Phoenix,TX,4138,24.79,High,Clear,None,Rural,No
New York,PA,1698,89.17,High,Cloudy,Breakdown,Urban,Yes
Philadelphia,AZ,3217,14.09,High,Rain,Breakdown,Highway,Yes
Philadelphia,CA,2598,37.12,High,Cloudy,Construction,Urban,No
Chicago,AZ,1529,45.29,High,Fog,Breakdown,Urban,No
Chicago,CA,1852,57.55,Medium,Fog,Construction,Urban,Yes
Chicago,TX,57,116.18,High,Cloudy,Breakdown,Rural,No
Chicago,TX,269,17.44,Medium,Rain,Accident,Highway,No
San Antonio,CA,774,28.59,High,Clear,Accident,Rural,Yes
San Jose,IL,4247,32.34,Medium,Clear,None,Expressway,Yes
Los Angeles,PA,2099,56.64,Low,Rain,Breakdown,Expressway,No
San Jose,AZ,3835,16.68,High,Snow,Construction,Urban,Yes
San Jose,PA,3962,116.2,Medium,Cloudy,None,Urban,Yes
Los Angeles,PA,2792,71.58,Low,Fog,Accident,Rural,Yes
Chicago,NY,820,99.46,High,Fog,None,Highway,Yes
San Jose,TX,4979,94.97,Medium,Fog,Construction,Expressway,No
San Antonio,AZ,789,82.69,Low,Clear,Breakdown,Rural,Yes
Chicago,PA,4345,109.49,Medium,Clear,Accident,Urban,No
San Antonio,AZ,4171,109.26,High,Rain,None,Expressway,Yes
Dallas,PA,2067,24.05,Low,Snow,None,Rural,No
San Jose,TX,4247,109.21,Low,Cloudy,Accident,Expressway,Yes
Houston,PA,246,67.63,Low,Fog,Construction,Rural,No
San Antonio,CA,559,39.49,High,Rain,Accident,Highway,No
Dallas,TX,2045,76.94,Low,Snow,Accident,Highway,No
San Diego,AZ,1064,40.9,Medium,Clear,Accident,Expressway,Yes
San Diego,IL,3151,62.69,High,Fog,Construction,Urban,No
Dallas,PA,972,99.81,Low,Cloudy,Accident,Expressway,No
Phoenix,CA,2396,13.54,High,Fog,Construction,Expressway,Yes
Phoenix,TX,3254,30.14,High,Fog,Accident,Highway,Yes
Chicago,NY,1841,115.22,Low,Cloudy,Breakdown,Rural,Yes
Phoenix,TX,1605,58.96,Low,Rain,Breakdown,Rural,No
San Diego,AZ,70,43.37,Low,Cloudy,Breakdown,Urban,No
Phoenix,AZ,1972,111.56,Medium,Cloudy,None,Rural,No
Houston,NY,1114,110.23,Low,Clear,Breakdown,Expressway,No
San Diego,CA,2033,14.87,Medium,Rain,Breakdown,Highway,Yes
San Antonio,AZ,1949,49.87,Low,Rain,Construction,Expressway,Yes
Philadelphia,CA,3593,110.41,High,Snow,Breakdown,Urban,Yes
Phoenix,CA,1016,29.77,High,Snow,Accident,Highway,Yes
Phoenix,TX,2556,73.6,Low,Clear,Construction,Expressway,No
San Jose,CA,563,45.29,Low,Clear,Breakdown,Highway,Yes
Los Angeles,PA,3624,91.02,Low,Snow,Breakdown,Urban,Yes
Houston,AZ,3165,27.41,High,Snow,Construction,Rural,No
San Diego,AZ,90,75.57,High,Rain,None,Rural,No
San Diego,IL,312,10,High,Snow,None,Highway,Yes
New York,CA,1082,37.78,Low,Cloudy,Construction,Urban,No
Los Angeles,IL,3174,27.84,Low,Fog,None,Urban,No
Phoenix,TX,1869,33.08,High,Cloudy,Breakdown,Rural,No
Dallas,IL,177,104.65,Medium,Snow,None,Highway,No
San Jose,CA,2628,110.63,Low,Fog,Construction,Rural,Yes
San Antonio,AZ,4670,93.05,Low,Clear,None,Urban,No
San Jose,TX,4902,74.91,Medium,Snow,Construction,Expressway,Yes
Phoenix,CA,3063,35.39,High,Snow,Accident,Urban,Yes
New York,TX,3261,40.22,Low,Clear,Construction,Expressway,Yes
Philadelphia,NY,943,44.09,Medium,Snow,Accident,Highway,Yes
San Diego,CA,2856,95.47,Medium,Fog,Accident,Expressway,Yes
San Antonio,NY,2329,37.82,High,Clear,Accident,Rural,Yes
Los Angeles,IL,4233,117.07,Medium,Clear,Breakdown,Highway,No
Phoenix,CA,2863,97.61,High,Rain,None,Urban,No
Houston,NY,1837,119.97,Medium,Snow,Breakdown,Rural,Yes
Dallas,PA,4782,60.51,Low,Rain,Construction,Rural,No
San Jose,AZ,2298,74.83,High,Fog,Construction,Urban,No
New York,IL,3083,40.84,High,Fog,None,Highway,No
Philadelphia,CA,2458,76.41,Medium,Clear,Breakdown,Rural,No
Chicago,CA,2229,117.13,Low,Rain,Construction,Expressway,Yes
Dallas,AZ,226,13.34,Medium,Snow,Breakdown,Highway,No
Phoenix,AZ,3173,41.82,Medium,Fog,Construction,Expressway,No
Philadelphia,NY,71,40.94,Medium,Rain,Construction,Highway,No
Dallas,NY,702,118.06,Low,Clear,Breakdown,Expressway,No
Dallas,NY,3440,24.59,Low,Cloudy,None,Highway,Yes
San Diego,TX,832,99.36,Medium,Clear,Construction,Rural,Yes
Dallas,IL,217,40.2,High,Clear,None,Rural,Yes
Houston,CA,1111,104.67,High,Rain,Breakdown,Urban,Yes
Philadelphia,IL,922,63.65,High,Cloudy,Accident,Expressway,Yes
Phoenix,AZ,1831,36.65,High,Snow,Breakdown,Rural,No
Phoenix,PA,1446,88.07,Medium,Clear,Breakdown,Rural,No
Houston,IL,681,102.57,Medium,Clear,None,Urban,No
Los Angeles,IL,1651,61.72,Low,Cloudy,Construction,Rural,Yes
Philadelphia,NY,2931,88.54,High,Snow,None,Rural,No
Dallas,AZ,1500,29.97,Medium,Clear,Accident,Rural,No
New York,IL,1913,113.14,High,Clear,Construction,Urban,Yes
San Antonio,CA,771,20.61,High,Rain,Construction,Urban,No
Philadelphia,NY,4585,34.41,Medium,Rain,Accident,Expressway,No
Chicago,IL,3386,41.72,Medium,Fog,None,Expressway,No
New York,AZ,292,26.8,Medium,Rain,Accident,Expressway,No
Houston,PA,2698,54.73,High,Snow,Construction,Expressway,No
Dallas,CA,4688,60.35,Low,Fog,Accident,Expressway,Yes
Los Angeles,PA,4422,67.04,High,Rain,Construction,Rural,Yes
Chicago,AZ,4695,14.49,Medium,Cloudy,Construction,Expressway,Yes
Los Angeles,AZ,452,34.1,High,Rain,Accident,Rural,Yes
Los Angeles,AZ,1503,98.85,Low,Rain,Accident,Highway,No
San Jose,PA,1046,99.17,Medium,Rain,Breakdown,Highway,No
San Diego,TX,4221,46.3,Medium,Clear,Accident,Highway,No
Chicago,CA,3200,60.73,High,Cloudy,None,Urban,Yes
San Antonio,AZ,4463,30.18,Medium,Fog,Construction,Highway,No
San Diego,TX,3551,100.44,Low,Clear,Breakdown,Urban,No
Chicago,NY,1236,115.24,Medium,Cloudy,Breakdown,Highway,Yes
Los Angeles,TX,1431,42.05,High,Fog,Breakdown,Rural,No
San Diego,NY,4474,96.01,Medium,Rain,Construction,Expressway,No
Chicago,PA,1904,48.76,High,Clear,Construction,Expressway,No
San Antonio,TX,1954,10.29,Medium,Fog,Accident,Urban,No
New York,PA,3716,75.97,Medium,Rain,Construction,Rural,Yes
Philadelphia,AZ,1998,55.14,High,Clear,Accident,Urban,Yes
Dallas,TX,4083,93.43,Low,Fog,Accident,Highway,No
Chicago,TX,4621,92.36,High,Fog,None,Expressway,Yes
San Antonio,AZ,3577,114.06,Low,Clear,Construction,Expressway,Yes
Philadelphia,NY,1802,58.16,High,Clear,None,Highway,Yes
San Diego,AZ,1787,63.08,Medium,Fog,Breakdown,Expressway,No
Chicago,CA,1863,54.04,Low,Snow,Accident,Rural,No
Chicago,TX,2004,42.66,High,Rain,Construction,Rural,No
Houston,CA,4059,80.16,High,Fog,Construction,Urban,No
Chicago,AZ,587,101.08,High,Clear,Construction,Expressway,No
Dallas,PA,2440,27.36,High,Fog,Construction,Highway,Yes
Houston,AZ,1839,118,Low,Clear,Accident,Rural,Yes
Philadelphia,IL,1240,85.22,Low,Rain,Construction,Urban,No
San Diego,CA,3986,95.81,Low,Clear,Construction,Rural,No
San Diego,IL,1545,119.87,Low,Clear,Construction,Expressway,No
Phoenix,CA,2237,65.44,High,Snow,None,Expressway,Yes
Phoenix,PA,4573,17.84,Low,Clear,Construction,Rural,No
Philadelphia,IL,3420,96.93,Low,Cloudy,None,Expressway,No
San Jose,IL,1309,105.78,Medium,Cloudy,None,Expressway,No
San Antonio,CA,4125,27.86,Medium,Snow,Breakdown,Urban,Yes
San Jose,AZ,3080,12.66,Low,Rain,Breakdown,Urban,Yes
San Antonio,NY,4745,24.94,Medium,Rain,Construction,Expressway,No
Houston,AZ,146,45.64,Medium,Clear,Breakdown,Highway,Yes
Philadelphia,NY,4623,111.67,Medium,Snow,Breakdown,Rural,No
San Antonio,CA,4636,10.27,Medium,Snow,Accident,Highway,No
Phoenix,TX,1369,98.42,High,Snow,Accident,Urban,No
Phoenix,AZ,4551,104.03,Medium,Cloudy,Construction,Urban,No
Los Angeles,IL,764,99.22,High,Rain,Accident,Urban,No
San Antonio,AZ,2544,19.04,High,Cloudy,Breakdown,Highway,Yes
Philadelphia,CA,2796,84.71,Medium,Rain,Construction,Urban,No
New York,TX,4093,114.93,High,Fog,Construction,Highway,No
Houston,TX,634,23.24,High,Clear,Construction,Expressway,Yes
Chicago,AZ,1003,13.48,High,Fog,Accident,Urban,Yes
Chicago,AZ,2947,106.1,High,Clear,Breakdown,Highway,Yes
San Antonio,PA,2080,80.94,Medium,Clear,Accident,Expressway,No
San Jose,AZ,643,81.11,Medium,Snow,Construction,Rural,Yes
Houston,CA,1881,116.09,High,Cloudy,Construction,Highway,No
San Diego,NY,405,94.67,Medium,Cloudy,Accident,Highway,Yes
Dallas,PA,1726,53.72,Low,Rain,Breakdown,Highway,Yes
Chicago,NY,3168,57.94,Low,Snow,Construction,Urban,Yes
Phoenix,IL,161,25.92,Medium,Cloudy,None,Highway,No
Houston,CA,3784,43.45,Low,Rain,None,Rural,Yes
San Jose,PA,4520,58.99,Medium,Rain,Breakdown,Highway,No
Philadelphia,TX,894,38.72,High,Rain,Breakdown,Highway,Yes
San Jose,PA,2223,110.75,Medium,Cloudy,Accident,Urban,No
Houston,IL,3128,11.3,High,Clear,None,Rural,Yes
San Diego,TX,2659,74.57,Low,Snow,Accident,Urban,Yes
Chicago,PA,1433,94.88,High,Snow,None,Rural,Yes
Phoenix,TX,4020,90.53,High,Rain,Accident,Rural,No
New York,AZ,411,80.81,Low,Rain,None,Rural,Yes
Philadelphia,TX,728,55.14,Medium,Rain,Accident,Rural,No
Phoenix,PA,2861,111.03,Medium,Rain,Breakdown,Rural,Yes
San Diego,TX,2872,46.18,Medium,Rain,None,Rural,Yes
Dallas,CA,1781,92.51,Medium,Rain,Construction,Urban,Yes
San Diego,AZ,1337,111.93,High,Snow,Accident,Rural,Yes
San Diego,AZ,4945,24.12,High,Rain,Construction,Rural,Yes
Chicago,IL,324,114.18,Low,Clear,Accident,Rural,No
Houston,AZ,955,95.36,Low,Fog,Breakdown,Highway,Yes
Houston,NY,1932,77.83,High,Cloudy,Accident,Urban,Yes
Phoenix,CA,541,51.07,Low,Cloudy,Accident,Highway,Yes
Dallas,IL,4804,109.47,Medium,Snow,Construction,Urban,No
Dallas,NY,590,14.84,High,Cloudy,Accident,Highway,No
San Jose,TX,2936,57.5,Low,Rain,Breakdown,Expressway,No
New York,NY,4465,93.23,Low,Clear,Accident,Urban,No
San Diego,IL,505,99.23,Medium,Snow,Breakdown,Highway,No
New York,AZ,700,32.25,High,Snow,Breakdown,Urban,No
Los Angeles,CA,1362,15.24,Low,Clear,Accident,Rural,Yes
San Antonio,IL,1354,98.31,Low,Rain,Breakdown,Rural,Yes
San Diego,NY,4562,56.41,Low,Snow,None,Highway,No
New York,NY,3659,25.79,Medium,Clear,Construction,Highway,No
Chicago,IL,853,19.41,Low,Rain,Accident,Urban,Yes
San Antonio,PA,847,80.47,High,Clear,Construction,Rural,No
Dallas,PA,3434,74.11,Medium,Rain,Breakdown,Highway,Yes
San Diego,IL,4754,103.94,High,Cloudy,Construction,Expressway,Yes
San Diego,PA,2062,13.47,Medium,Clear,None,Expressway,Yes
Dallas,IL,2890,105.53,Low,Rain,Construction,Urban,Yes
San Jose,AZ,3112,107.6,High,Fog,None,Rural,Yes
Chicago,IL,1130,59.09,Low,Cloudy,Construction,Expressway,Yes
San Diego,TX,1363,18.43,High,Snow,None,Expressway,Yes
New York,CA,2695,114.14,Low,Clear,None,Rural,Yes
San Diego,CA,3684,17.92,Low,Rain,Construction,Rural,Yes
San Antonio,TX,2103,74.97,High,Snow,Construction,Highway,Yes
San Diego,NY,3564,64.25,Medium,Snow,Accident,Urban,No
New York,NY,359,101.86,High,Snow,None,Rural,No
Philadelphia,NY,834,65.29,Medium,Snow,Construction,Urban,Yes
San Antonio,NY,1664,61.6,High,Rain,Accident,Urban,Yes
Phoenix,AZ,872,106.87,High,Rain,Construction,Expressway,Yes
Phoenix,TX,1377,116.04,High,Fog,Breakdown,Urban,Yes
San Antonio,CA,107,70.42,Medium,Fog,None,Urban,Yes
Chicago,TX,1298,60.02,Low,Rain,Accident,Urban,No
Philadelphia,CA,1499,101.42,Medium,Rain,Construction,Expressway,No
San Antonio,NY,567,101.42,Low,Fog,Accident,Rural,No
New York,AZ,2127,45.13,Low,Rain,Construction,Expressway,No
Los Angeles,IL,200,73.38,High,Clear,Construction,Rural,No
Houston,IL,4693,26.95,High,Clear,None,Expressway,No
San Diego,PA,2207,79.91,Low,Clear,Breakdown,Expressway,Yes
San Jose,NY,3723,101.74,Medium,Clear,Breakdown,Rural,No
Philadelphia,NY,2563,30.63,High,Snow,Accident,Highway,No
New York,TX,2334,45.54,Low,Clear,Construction,Highway,Yes
San Jose,AZ,1444,59.38,High,Fog,Construction,Highway,Yes
Phoenix,AZ,1755,102.96,Medium,Snow,Accident,Rural,No
San Antonio,TX,1222,90.45,High,Fog,Accident,Expressway,Yes
Philadelphia,AZ,2471,44.86,Low,Cloudy,Accident,Expressway,No
Dallas,AZ,649,36.73,Low,Cloudy,Accident,Highway,No
San Diego,IL,3554,86.53,High,Rain,None,Highway,Yes
Houston,AZ,2349,62.79,Medium,Snow,None,Urban,No
Phoenix,NY,4065,75.29,Medium,Clear,Breakdown,Highway,No
San Antonio,IL,1546,81.36,Low,Cloudy,Breakdown,Urban,Yes
San Diego,NY,3167,71.46,High,Snow,None,Rural,No
Phoenix,NY,4752,77.44,Low,Clear,Accident,Urban,Yes
Dallas,TX,484,107.63,Medium,Cloudy,Breakdown,Expressway,No
San Jose,PA,2708,105.5,High,Rain,None,Urban,Yes
Houston,AZ,3749,26.39,Medium,Fog,Construction,Urban,Yes
Houston,AZ,2373,74.51,Low,Rain,None,Urban,Yes
San Diego,AZ,2945,58.32,High,Cloudy,Construction,Highway,No
New York,AZ,1581,41.41,Medium,Fog,Breakdown,Highway,Yes
San Diego,IL,3216,79.43,High,Cloudy,Construction,Expressway,Yes
Phoenix,CA,4812,66.2,High,Cloudy,None,Expressway,Yes
New York,NY,831,95.24,Medium,Clear,Construction,Highway,Yes
Houston,PA,1475,20.28,Low,Snow,Construction,Urban,No
Los Angeles,PA,4978,43.29,Medium,Fog,None,Rural,No
Houston,CA,2601,12.84,Medium,Rain,Breakdown,Rural,Yes
San Diego,CA,3536,92.06,High,Fog,Breakdown,Highway,No
Phoenix,CA,2373,110.37,High,Snow,Breakdown,Rural,Yes
New York,IL,4471,74.61,Medium,Snow,Construction,Highway,No
San Antonio,CA,606,77.87,Medium,Snow,None,Urban,No
New York,IL,562,15.11,Low,Clear,Breakdown,Urban,No
Dallas,TX,3268,65.42,High,Cloudy,Accident,Urban,Yes
Chicago,TX,4201,67.96,Medium,Rain,Accident,Highway,Yes
Chicago,PA,4165,14.29,Low,Rain,Construction,Rural,No
Philadelphia,TX,3591,96.06,High,Rain,Construction,Urban,Yes
San Jose,IL,2949,40.62,Low,Fog,Construction,Highway,Yes
Philadelphia,IL,4146,89.58,Medium,Clear,None,Highway,Yes
Philadelphia,NY,3010,54.32,High,Clear,Breakdown,Rural,Yes
New York,CA,4993,119.52,Low,Rain,Accident,Urban,No
Phoenix,AZ,1302,33.34,Medium,Rain,Accident,Highway,Yes
Philadelphia,AZ,774,16.41,Low,Snow,Accident,Highway,Yes
San Diego,CA,1356,117.79,Low,Fog,Accident,Highway,No
New York,AZ,809,36.82,Medium,Snow,Construction,Rural,Yes
Phoenix,AZ,276,79.89,High,Cloudy,Accident,Highway,Yes
Chicago,AZ,4847,51.2,Medium,Snow,Accident,Urban,No
Los Angeles,PA,357,80.36,High,Cloudy,Construction,Expressway,Yes
San Diego,IL,3428,75.57,Low,Cloudy,Construction,Rural,No
San Antonio,IL,3059,87.8,Low,Snow,None,Rural,Yes
San Jose,IL,1567,12.03,Medium,Rain,Breakdown,Rural,No
San Antonio,CA,1581,101.98,Low,Snow,Breakdown,Urban,No
Phoenix,TX,1894,62.65,Low,Cloudy,Construction,Highway,No
Dallas,PA,2718,67.07,High,Clear,Accident,Expressway,No
Phoenix,PA,4798,55.21,Medium,Cloudy,Accident,Highway,No
Los Angeles,AZ,846,118.83,High,Fog,Accident,Rural,Yes
Chicago,NY,4625,98.17,Medium,Clear,None,Highway,No
Houston,IL,1829,44.25,Low,Snow,None,Rural,No
Phoenix,PA,635,96.14,Low,Cloudy,None,Expressway,No
Chicago,PA,1428,58.07,Medium,Clear,Breakdown,Expressway,No
San Antonio,NY,4407,105.7,Medium,Rain,Construction,Urban,Yes
Phoenix,AZ,4840,13.39,Medium,Snow,Breakdown,Rural,No
Phoenix,PA,3860,49.09,Low,Cloudy,Accident,Urban,Yes
Philadelphia,PA,4081,57.28,High,Fog,Breakdown,Rural,No
San Antonio,TX,2774,91.87,Low,Rain,None,Highway,No
San Jose,NY,1897,30.05,Low,Fog,Accident,Rural,Yes
San Jose,AZ,2287,41.49,Low,Clear,Breakdown,Urban,No
San Diego,AZ,1091,89.63,Medium,Fog,None,Highway,Yes
Dallas,IL,4889,18.45,Low,Cloudy,Breakdown,Highway,No
Houston,TX,3535,32.12,High,Cloudy,Breakdown,Expressway,Yes
Phoenix,AZ,292,92.87,Medium,Fog,Construction,Rural,No
Phoenix,TX,2150,106.31,Low,Clear,Construction,Rural,No
San Diego,IL,1299,90.17,Low,Cloudy,Accident,Expressway,Yes
Dallas,NY,1787,67.99,Low,Cloudy,Accident,Highway,Yes
San Antonio,PA,3719,20.9,Low,Fog,None,Expressway,Yes
Phoenix,PA,1968,100.99,Medium,Fog,Accident,Rural,Yes
Chicago,CA,4464,23.64,Medium,Clear,Breakdown,Rural,Yes
New York,CA,2804,52.36,Medium,Rain,Accident,Rural,Yes
Dallas,CA,1442,15.55,Medium,Snow,Breakdown,Rural,No
Phoenix,PA,297,88.06,Medium,Snow,Accident,Rural,No
Dallas,TX,4322,65.38,Low,Snow,Accident,Highway,Yes
San Jose,CA,1735,109.84,Medium,Fog,Accident,Rural,Yes
Houston,NY,1981,25.26,Low,Cloudy,Accident,Rural,Yes
Phoenix,AZ,4066,100.11,High,Cloudy,Construction,Urban,Yes
Houston,TX,4158,66.17,High,Rain,None,Highway,No
Los Angeles,PA,3482,50.27,Low,Cloudy,Construction,Urban,Yes
New York,NY,4434,80.79,Low,Fog,Accident,Urban,Yes
San Diego,PA,4576,96.95,Medium,Clear,Breakdown,Highway,No
Houston,TX,4034,58.43,Medium,Clear,Accident,Rural,Yes
Phoenix,TX,3872,35.61,High,Snow,Accident,Highway,Yes
Philadelphia,TX,2131,110.74,High,Snow,Accident,Highway,Yes
San Diego,IL,1397,44.43,Low,Clear,None,Expressway,No
San Diego,AZ,4786,119.81,High,Snow,None,Expressway,Yes
San Antonio,CA,182,94.41,Low,Snow,Accident,Urban,Yes
Houston,IL,3673,85.66,Low,Rain,Breakdown,Highway,Yes
Philadelphia,AZ,1904,11.36,High,Clear,None,Highway,Yes
Houston,PA,2994,59.34,Low,Rain,Construction,Expressway,Yes
San Antonio,CA,450,65.27,Low,Snow,None,Highway,No
New York,IL,655,51.4,Low,Cloudy,Accident,Highway,No
Phoenix,IL,4756,26.5,Low,Snow,Breakdown,Urban,Yes
San Jose,NY,181,50.42,Medium,Snow,Breakdown,Rural,No
San Jose,IL,4538,18.25,High,Rain,Accident,Highway,No
Houston,TX,4958,42,High,Fog,Breakdown,Rural,No
San Antonio,PA,4726,19.2,Low,Fog,Accident,Highway,Yes
Dallas,IL,4556,92.77,High,Cloudy,Breakdown,Expressway,Yes
Phoenix,TX,4490,83.83,High,Snow,Breakdown,Expressway,Yes
Houston,AZ,853,113.39,Medium,Fog,Construction,Urban,No
Dallas,AZ,3317,51.79,Medium,Cloudy,Accident,Highway,No
Phoenix,TX,4339,96.48,Medium,Snow,Breakdown,Expressway,Yes
Dallas,NY,3683,74.64,Medium,Clear,Accident,Expressway,No
San Diego,NY,2726,81.07,Medium,Cloudy,Construction,Rural,Yes
Houston,AZ,1265,70.22,Low,Fog,Construction,Urban,Yes
San Antonio,PA,2527,95.71,High,Snow,Breakdown,Expressway,No
Phoenix,IL,2314,14.62,Medium,Cloudy,Construction,Rural,Yes
San Jose,AZ,1019,18.85,Medium,Rain,Construction,Rural,No
Houston,AZ,650,20.55,High,Cloudy,None,Expressway,Yes
Phoenix,TX,4505,41.76,Low,Fog,Breakdown,Rural,Yes
Phoenix,NY,1382,75.02,High,Snow,Breakdown,Expressway,Yes
Dallas,PA,2766,81.02,Medium,Clear,None,Highway,Yes
Dallas,TX,4566,88.39,Low,Clear,None,Rural,No
Philadelphia,AZ,831,40.88,Low,Cloudy,Construction,Highway,Yes
Houston,CA,3858,81.52,Low,Rain,Construction,Highway,No
Los Angeles,IL,1484,22.95,High,Clear,Breakdown,Rural,No
Chicago,AZ,4388,11.1,High,Rain,Construction,Urban,Yes
Los Angeles,TX,1066,86.41,High,Cloudy,Accident,Urban,Yes
Phoenix,CA,2269,88.72,Medium,Snow,Accident,Highway,No
Philadelphia,CA,2752,78.44,Low,Snow,Breakdown,Highway,Yes
Phoenix,AZ,3956,38.48,Medium,Clear,Accident,Urban,No
Los Angeles,PA,2866,112.02,Low,Clear,None,Rural,No
Phoenix,NY,4041,106.32,Low,Clear,Breakdown,Urban,No
Dallas,CA,509,66.71,Low,Clear,Accident,Urban,No
Houston,IL,3690,118.81,Low,Cloudy,Construction,Expressway,Yes
San Jose,TX,581,42.85,Low,Rain,None,Urban,No
Los Angeles,TX,2027,64.02,Low,Fog,Construction,Expressway,Yes
Chicago,TX,3327,112.07,Low,Cloudy,None,Highway,Yes
Chicago,AZ,3814,60.83,High,Clear,Breakdown,Urban,Yes
Dallas,TX,340,61.81,High,Clear,Accident,Expressway,No
Houston,TX,3625,18.73,Medium,Clear,Breakdown,Rural,No
New York,IL,4804,33.25,Low,Fog,Construction,Rural,Yes
New York,NY,4699,27.37,Medium,Rain,Construction,Urban,No
San Antonio,PA,2525,72.18,High,Clear,None,Highway,No
San Antonio,AZ,562,45.03,Medium,Snow,None,Expressway,Yes
Los Angeles,AZ,1689,18.47,Medium,Clear,Breakdown,Highway,No
Dallas,TX,304,66.1,Low,Fog,Accident,Rural,Yes
Dallas,IL,4866,83.61,Medium,Fog,Construction,Highway,Yes
Phoenix,CA,2687,91.02,Medium,Fog,Breakdown,Rural,Yes
Chicago,TX,2015,102.13,Medium,Fog,Breakdown,Expressway,Yes
Chicago,TX,100,63.02,High,Cloudy,None,Highway,Yes
Chicago,AZ,849,52.97,Low,Clear,Breakdown,Expressway,No
Philadelphia,AZ,149,85.25,Low,Snow,None,Urban,Yes
Houston,TX,1797,11.47,Low,Cloudy,Accident,Rural,Yes
San Diego,AZ,2561,79.69,Low,Rain,Construction,Rural,Yes
Phoenix,IL,286,54.63,High,Cloudy,Breakdown,Rural,Yes
New York,CA,521,59.82,Low,Clear,Breakdown,Rural,Yes
Dallas,CA,2254,42.59,Medium,Cloudy,Breakdown,Highway,No
New York,CA,188,24,High,Fog,Accident,Rural,Yes
Philadelphia,TX,2912,54.16,Medium,Cloudy,Breakdown,Rural,No
New York,PA,1433,43.9,High,Fog,Accident,Rural,Yes
Chicago,TX,3145,115.61,Low,Cloudy,Construction,Highway,Yes
San Jose,TX,4551,113.79,Low,Rain,Construction,Rural,Yes
Phoenix,IL,1762,80.83,High,Clear,Accident,Highway,Yes
San Jose,CA,1000,109.41,Low,Clear,Construction,Urban,Yes
San Antonio,AZ,3846,92.64,High,Cloudy,Breakdown,Rural,Yes
San Jose,AZ,2423,48.05,Low,Fog,None,Urban,Yes
San Diego,NY,1407,76.43,High,Rain,Construction,Expressway,Yes
Dallas,NY,4474,34.24,Low,Fog,Breakdown,Rural,Yes
Philadelphia,PA,1749,85.59,Low,Clear,Breakdown,Urban,No
